palabra,ico-m,ico-sd,palabra_noaccents
anteayer,3.095,1.513,anteayer
antebrazo,2.238,1.972,antebrazo
antecámara,2.8,1.803,antecamara
anteceder,1.619,1.071,anteceder
antecesor,3.84,2.322,antecesor
antelación,2.478,1.504,antelacion
antemano,2.917,1.84,antemano
antepasado,3.44,2.238,antepasado
anteproyecto,2.429,1.599,anteproyecto
anterior,2.304,1.55,anterior
anterioridad,2.81,2.015,anterioridad
antes,1.524,0.981,antes
antesala,3.6,2.257,antesala
anticiclón,3.52,1.759,anticiclon
anticipación,2.435,1.532,anticipacion
anticipar,2.56,1.805,anticipar
anticipo,1.81,1.401,anticipo
antidisturbios,3.318,1.937,antidisturbios
antidopaje,3.36,2.158,antidopaje
antídoto,2.696,1.869,antidoto
antifaz,2.409,1.764,antifaz
antiglobalización,2.522,1.78,antiglobalizacion
antigüedad,3.36,2.289,antiguedad
antílope,2.333,1.572,antilope
antimonio,2.278,1.487,antimonio
antipatía,3.24,1.665,antipatia
antisemita,2.571,1.912,antisemita
antisemitismo,2.591,2.13,antisemitismo
antisocial,4.35,2.254,antisocial
antitanque,3.2,1.852,antitanque
antiterrorista,4.16,2.115,antiterrorista
antojarse,1.8,1.196,antojarse
antojo,2.714,1.707,antojo
antología,2.091,1.477,antologia
antológica,2.688,2.152,antologica
antonomasia,2.5,1.694,antonomasia
antropología,2.542,1.888,antropologia
antropológico,1.864,1.39,antropologico
anuario,2.0,1.272,anuario
anular,2.429,1.777,anular
anunciar,2.348,1.555,anunciar
anuncio,4.364,2.036,anuncio
anverso,2.619,1.596,anverso
anzuelo,2.48,2.084,anzuelo
añadidura,1.714,0.644,anadidura
añadir,3.04,2.051,anadir
añil,3.706,2.616,anil
año,2.333,1.606,ano
apacible,3.13,1.456,apacible
apaciguar,2.833,1.926,apaciguar
apagar,2.92,2.272,apagar
apagón,4.391,2.271,apagon
aparador,3.2,1.732,aparador
aparcamiento,2.421,1.502,aparcamiento
apareamiento,2.455,1.683,apareamiento
aparecer,3.0,1.732,aparecer
aparecido,2.3,1.658,aparecido
aparejador,2.609,1.852,aparejador
aparejo,3.48,1.782,aparejo
aparentar,2.8,1.732,aparentar
aparente,2.68,1.574,aparente
aparición,2.118,1.166,aparicion
aparta,2.85,1.981,aparta
apartado,2.217,1.38,apartado
apartahotel,2.5,1.566,apartahotel
apartar,2.652,1.799,apartar
aparte,2.227,1.85,aparte
apasionante,3.48,1.584,apasionante
apatía,2.739,1.738,apatia
apego,2.409,1.79,apego
apelación,2.8,2.0,apelacion
apelante,2.4,1.472,apelante
apelar,2.76,1.763,apelar
apelativo,2.36,1.63,apelativo
apellido,1.636,1.497,apellido
apenas,2.333,1.653,apenas
apéndice,2.68,2.036,apendice
apertura,2.864,1.859,apertura
apestoso,2.96,1.925,apestoso
apetecer,2.545,1.993,apetecer
apetito,2.391,1.469,apetito
ápice,2.812,1.834,apice
apicultura,2.095,1.338,apicultura
aplacar,2.87,1.842,aplacar
aplastante,4.381,2.133,aplastante
aplazamiento,2.571,1.535,aplazamiento
aplazar,2.455,1.654,aplazar
aplicable,2.48,1.503,aplicable
aplicación,3.08,1.847,aplicacion
aplicar,3.08,1.891,aplicar
aplomo,3.238,1.64,aplomo
apoderar,2.75,2.049,apoderar
apodo,1.958,1.398,apodo
apogeo,2.333,1.278,apogeo
apología,1.955,1.647,apologia
aportación,2.571,1.434,aportacion
aportar,2.435,1.441,aportar
aporte,2.789,1.619,aporte
aposento,3.0,1.803,aposento
apostar,2.857,1.236,apostar
apostillar,2.208,1.25,apostillar
apóstol,1.947,1.682,apostol
apostólica,3.52,1.851,apostolica
apoyar,3.087,1.929,apoyar
apoyo,3.0,1.756,apoyo
apreciable,2.87,1.604,apreciable
apreciación,1.762,1.3,apreciacion
apreciar,1.619,1.117,apreciar
aprehensión,2.391,1.234,aprehension
apremiante,2.136,1.283,apremiante
apremio,2.1,1.21,apremio
aprendiz,3.12,1.922,aprendiz
aprendizaje,3.36,1.777,aprendizaje
aprensión,2.381,1.499,aprension
apresar,3.0,1.936,apresar
apresurar,3.522,2.108,apresurar
apretar,3.48,1.735,apretar
apretón,4.333,1.949,apreton
aprieto,2.429,1.859,aprieto
aprisa,3.4,1.759,aprisa
aprobado,3.68,2.268,aprobado
apropiación,2.417,1.886,apropiacion
apropiar,2.56,1.758,apropiar
aprovechamiento,2.095,1.64,aprovechamiento
aprovechar,2.32,1.52,aprovechar
aprovisionamiento,1.913,1.276,aprovisionamiento
aproximación,2.864,1.642,aproximacion
aproximar,2.478,1.928,aproximar
apto,3.3,2.029,apto
apuesta,2.68,1.749,apuesta
apuntar,3.3,2.203,apuntar
apunte,2.8,1.893,apunte
apuñalar,4.36,1.729,apunalar
apurar,3.053,1.747,apurar
apuro,2.0,1.483,apuro
aquel,2.174,1.749,aquel
aquí,3.286,2.148,aqui
ara,3.95,2.282,ara
árabe,2.304,1.49,arabe
arado,2.917,1.998,arado
aragonés,2.76,2.006,aragones
arameo,3.182,1.991,arameo
arancel,2.333,1.308,arancel
arandela,1.529,1.007,arandela
arar,3.6,1.536,arar
arbitraje,2.792,1.615,arbitraje
arbitral,3.36,2.039,arbitral
arbitrar,3.474,1.679,arbitrar
arbitraria,2.25,1.824,arbitraria
arbitrariedad,3.273,1.98,arbitrariedad
arbitrio,1.75,1.238,arbitrio
arbolado,4.04,1.925,arbolado
arboleda,2.895,1.696,arboleda
arbusto,3.96,1.968,arbusto
arca,1.667,1.354,arca
arcaico,3.88,2.223,arcaico
arcángel,3.44,2.083,arcangel
archiduque,2.8,2.0,archiduque
archipiélago,2.739,1.657,archipielago
archivar,3.16,1.519,archivar
arcilla,2.333,1.853,arcilla
arcipreste,1.739,1.176,arcipreste
arcón,3.292,1.853,arcon
arder,2.64,1.753,arder
ardiente,3.85,2.134,ardiente
ardor,4.64,1.729,ardor
ardua,3.588,2.181,ardua
área,2.182,1.651,area
arena,2.44,1.083,arena
arenisca,2.412,1.873,arenisca
arenoso,3.619,2.156,arenoso
arenque,1.882,0.928,arenque
argelino,2.783,1.808,argelino
argentina,3.435,2.041,argentina
argentino,3.667,2.456,argentino
argot,1.308,0.855,argot
argumentación,2.05,1.731,argumentacion
argumental,3.3,1.838,argumental
argumentar,2.261,1.573,argumentar
aria,1.8,1.424,aria
aridez,3.2,1.852,aridez
árido,2.95,1.959,arido
arista,2.842,1.5,arista
aristocracia,3.24,2.107,aristocracia
aristócrata,2.25,1.86,aristocrata
aristocrática,2.5,1.535,aristocratica
aristotélica,2.864,1.726,aristotelica
aritmética,2.55,2.064,aritmetica
armada,3.52,2.044,armada
armadura,3.381,1.774,armadura
armamento,3.24,2.296,armamento
armas,2.92,1.956,armas
armazón,4.176,1.976,armazon
armenio,2.105,1.524,armenio
armisticio,2.429,1.785,armisticio
armónica,2.174,1.497,armonica
armoniosa,4.391,1.644,armoniosa
armonización,2.045,1.397,armonizacion
armonizar,3.7,2.155,armonizar
aro,2.2,1.708,aro
aromático,3.4,1.871,aromatico
arpa,2.095,1.609,arpa
arpón,4.048,1.91,arpon
arqueología,2.68,1.651,arqueologia
arqueológico,2.818,1.943,arqueologico
arquero,2.391,1.994,arquero
arquetipo,1.762,0.944,arquetipo
arquitectónico,3.429,1.832,arquitectonico
arquitectura,2.476,1.834,arquitectura
arraigo,3.273,2.097,arraigo
arrancar,4.72,1.926,arrancar
arranque,4.0,1.936,arranque
arrastrar,4.273,2.028,arrastrar
arrastre,3.476,1.99,arrastre
arrebato,3.875,1.872,arrebato
arrecife,2.238,1.729,arrecife
arreglar,2.429,1.66,arreglar
arreglo,3.12,2.007,arreglo
arremeter,4.792,1.744,arremeter
arrendadas,1.389,0.698,arrendadas
arrendamiento,1.0,0.0,arrendamiento
arrendatario,2.75,1.251,arrendatario
arrepentimiento,2.857,1.621,arrepentimiento
arrepentirse,2.8,1.958,arrepentirse
arrestar,3.96,1.719,arrestar
arresto,2.2,1.765,arresto
arriba,3.524,1.834,arriba
arribar,2.692,1.377,arribar
arribo,1.929,1.439,arribo
arriendo,2.077,1.847,arriendo
arriesgar,2.45,1.638,arriesgar
arrodillar,4.095,1.921,arrodillar
arrogancia,3.0,1.795,arrogancia
arrojar,2.8,2.082,arrojar
arrojo,2.667,1.592,arrojo
arroyuelo,3.25,1.916,arroyuelo
arrullar,3.905,1.7,arrullar
arsenal,2.381,1.658,arsenal
arsénico,1.9,1.021,arsenico
arteria,2.0,1.113,arteria
arterial,2.35,1.785,arterial
artesanal,3.238,1.841,artesanal
artesanía,3.0,2.273,artesania
artesano,2.783,2.11,artesano
ártico,2.304,1.743,artico
articulación,3.217,1.678,articulacion
articulaciones,3.15,1.899,articulaciones
articular,3.68,1.819,articular
artífice,2.737,1.368,artifice
artificio,2.64,1.578,artificio
artillería,3.833,1.659,artilleria
artillero,3.52,2.182,artillero
artística,2.522,1.702,artistica
artritis,3.429,1.777,artritis
artrosis,2.619,1.936,artrosis
arzobispado,1.421,1.017,arzobispado
arzobispo,1.7,0.979,arzobispo
asa,3.24,1.899,asa
asado,2.957,1.87,asado
asador,3.476,1.861,asador
asalto,2.783,1.242,asalto
asamblea,2.773,1.66,asamblea
ascendencia,3.0,1.789,ascendencia
ascendente,3.88,2.128,ascendente
ascensión,2.435,1.701,ascension
ascenso,4.364,1.941,ascenso
asco,5.095,1.513,asco
asedio,2.917,1.863,asedio
asegurador,2.783,2.255,asegurador
aseguradora,2.208,1.641,aseguradora
aseguramiento,2.8,1.609,aseguramiento
asegurar,2.522,1.78,asegurar
asemejar,2.72,1.745,asemejar
asentamiento,2.625,1.715,asentamiento
asentar,2.8,2.0,asentar
asentimiento,2.64,1.68,asentimiento
asentir,2.458,1.911,asentir
aseo,2.64,1.846,aseo
asequible,2.56,1.53,asequible
asesoramiento,2.6,1.826,asesoramiento
asesorar,2.364,1.465,asesorar
asesoría,3.12,1.856,asesoria
asestar,2.05,1.234,asestar
aseveración,2.826,1.723,aseveracion
aseverar,1.929,1.072,aseverar
asfixia,3.909,1.849,asfixia
asfixiante,3.857,2.151,asfixiante
asiático,3.429,1.938,asiatico
asiduidad,2.273,1.279,asiduidad
asiduo,2.143,1.406,asiduo
asientos,1.864,1.39,asientos
asignación,2.4,1.756,asignacion
asignar,2.6,1.683,asignar
asignatura,1.9,1.447,asignatura
asimétrica,3.19,1.75,asimetrica
asimilación,3.167,2.078,asimilacion
asimilar,3.13,2.16,asimilar
asimismo,1.864,1.125,asimismo
asistencia,2.44,1.685,asistencia
asistencial,2.238,1.7,asistencial
asistente,2.28,1.646,asistente
asistir,1.85,1.089,asistir
asma,2.773,1.744,asma
asociación,3.2,1.633,asociacion
asociar,2.8,1.756,asociar
asolar,2.167,1.494,asolar
asomar,2.143,1.276,asomar
asombro,2.0,1.581,asombro
asombrosa,4.455,1.819,asombrosa
asomo,1.905,1.338,asomo
aspecto,2.92,1.778,aspecto
aspereza,3.05,2.114,aspereza
aspiración,3.417,1.792,aspiracion
aspirante,2.864,2.167,aspirante
aspirar,4.0,1.979,aspirar
asta,2.4,1.732,asta
asterisco,2.409,1.501,asterisco
asteroide,3.44,2.256,asteroide
astilla,2.4,1.708,astilla
astillero,2.958,1.546,astillero
astral,3.375,1.974,astral
astro,3.682,2.212,astro
astrofísica,1.857,1.558,astrofisica
astrología,4.25,2.314,astrologia
astronomía,4.08,2.272,astronomia
astronómicas,3.0,1.919,astronomicas
astronómico,4.6,1.443,astronomico
astrónomo,2.042,1.546,astronomo
astucia,2.682,1.961,astucia
asturiano,3.043,2.306,asturiano
asumir,2.56,1.356,asumir
asunción,2.429,1.912,asuncion
asustadizo,2.571,1.72,asustadizo
atacante,3.24,2.107,atacante
atajar,3.125,1.895,atajar
atajo,3.136,2.122,atajo
atalaya,3.5,2.479,atalaya
atar,2.565,1.409,atar
ateísmo,2.28,1.568,ateismo
atención,3.55,2.259,atencion
atenerse,1.727,1.352,atenerse
ateniense,1.778,1.215,ateniense
atentar,3.273,1.882,atentar
atento,2.7,1.689,atento
atenuación,2.136,1.32,atenuacion
atenuar,2.3,1.174,atenuar
ateo,2.0,1.537,ateo
aterir,3.2,2.044,aterir
aterrador,3.381,1.857,aterrador
aterrizaje,4.36,1.934,aterrizaje
aterrizar,3.048,1.91,aterrizar
atestiguar,2.391,1.616,atestiguar
atípico,3.08,1.681,atipico
atisbo,2.273,1.272,atisbo
atlántica,2.92,1.891,atlantica
atlas,1.667,1.111,atlas
atlético,3.12,2.068,atletico
atletismo,2.92,1.998,atletismo
atmósfera,3.0,2.082,atmosfera
atmosférica,2.542,1.641,atmosferica
atómica,4.24,2.067,atomica
atónito,4.261,1.936,atonito
atormentar,4.0,1.732,atormentar
atornillador,4.238,2.071,atornillador
atrapar,3.095,1.895,atrapar
atrás,2.364,1.733,atras
atraso,3.6,2.21,atraso
atrayente,2.818,1.918,atrayente
atreverse,2.273,1.42,atreverse
atrevimiento,2.905,1.998,atrevimiento
atribución,2.583,1.717,atribucion
atribuible,2.143,1.424,atribuible
atribuir,1.9,1.165,atribuir
atributo,1.435,0.788,atributo
atril,1.688,1.138,atril
atrio,1.5,0.985,atrio
atropellar,3.905,1.972,atropellar
atropello,3.56,2.002,atropello
atroz,3.64,2.177,atroz
atuendo,1.905,0.995,atuendo
aturdimiento,2.381,1.987,aturdimiento
audacia,2.8,1.78,audacia
audaz,2.55,1.791,audaz
audible,4.25,1.97,audible
audición,3.95,2.012,audicion
audiencia,4.12,1.81,audiencia
audio,4.04,2.354,audio
audiovisual,4.32,1.973,audiovisual
auditivo,3.36,1.777,auditivo
auditor,2.28,1.671,auditor
auditoría,2.217,1.347,auditoria
auditorio,4.0,1.817,auditorio
auge,2.526,1.349,auge
augurar,2.3,1.689,augurar
augurio,2.826,2.037,augurio
augusto,2.875,1.872,augusto
aula,1.286,0.644,aula
aulas,1.708,1.122,aulas
aullar,6.0,1.383,aullar
aullido,4.952,2.037,aullido
aumentar,3.773,1.998,aumentar
aunar,2.643,1.646,aunar
aura,3.174,1.922,aura
aureola,3.522,2.213,aureola
ausente,1.773,1.343,ausente
austeridad,3.24,2.127,austeridad
austero,2.579,1.677,austero
austral,2.444,1.464,austral
australiano,3.4,1.936,australiano
austriaco,2.85,2.3,austriaco
austríaco,2.652,2.036,austriaco
autenticación,2.435,1.647,autenticacion
autenticidad,4.2,2.141,autenticidad
autismo,2.318,1.249,autismo
auto,2.783,1.906,auto
autobiografía,3.36,1.912,autobiografia
autobiográfico,3.083,2.062,autobiografico
autobusero,3.96,1.904,autobusero
autocar,3.28,2.132,autocar
autocaravana,2.64,1.469,autocaravana
autoconciencia,3.435,2.085,autoconciencia
autocontrol,2.905,1.786,autocontrol
autocrítica,2.3,1.78,autocritica
autóctona,2.92,1.754,autoctona
autodefensa,2.84,1.65,autodefensa
autodeterminación,2.591,1.623,autodeterminacion
autodidacta,2.182,1.651,autodidacta
autoestima,3.286,1.793,autoestima
autogobierno,3.2,2.041,autogobierno
autómata,2.0,1.517,automata
automática,3.273,2.074,automatica
automático,3.375,1.974,automatico
automatismo,2.625,1.583,automatismo
automatización,3.25,1.888,automatizacion
automoción,2.368,1.383,automocion
automóvil,2.571,1.72,automovil
automovilismo,3.12,2.147,automovilismo
automovilístico,2.789,2.016,automovilistico
autónoma,2.2,1.824,autonoma
autonomía,2.56,1.85,autonomia
autonómica,2.19,1.692,autonomica
autopista,2.9,2.15,autopista
autopsia,2.609,1.852,autopsia
autor,2.636,1.706,autor
autora,3.043,2.033,autora
autoría,3.5,1.85,autoria
autoritario,3.0,1.803,autoritario
autoritarismo,2.952,1.802,autoritarismo
autorización,2.318,1.836,autorizacion
autorizar,2.818,1.79,autorizar
autorregulación,2.053,1.268,autorregulacion
autosuficiencia,2.913,1.782,autosuficiencia
autosuficiente,3.043,1.918,autosuficiente
autovía,2.24,1.48,autovia
aval,2.52,1.418,aval
avalar,2.158,1.573,avalar
avanzar,2.625,1.715,avanzar
avaro,2.474,1.611,avaro
ave,2.182,1.68,ave
avecinar,2.48,1.636,avecinar
avellano,2.458,1.841,avellano
avena,1.545,0.912,avena
aventajar,3.36,2.018,aventajar
aventurar,3.217,1.757,aventurar
avergonzar,3.333,2.129,avergonzar
avería,2.955,1.812,averia
averiguar,3.48,2.257,averiguar
aversión,2.273,1.667,aversion
aviación,3.25,1.943,aviacion
aviar,2.389,1.42,aviar
avidez,2.619,1.91,avidez
ávido,3.542,2.359,avido
avioneta,3.4,2.345,avioneta
avisar,3.6,2.082,avisar
aviso,2.739,1.959,aviso
axial,3.522,1.806,axial
axioma,2.357,1.781,axioma
aya,2.706,1.448,aya
ayer,2.19,1.504,ayer
ayudante,2.64,1.823,ayudante
ayuno,3.316,2.237,ayuno
azabache,2.2,1.735,azabache
azafato,1.955,1.463,azafato
azafrán,2.571,1.72,azafran
azahar,2.364,1.56,azahar
azotar,4.333,1.713,azotar
azote,4.48,1.917,azote
azotea,2.0,1.877,azotea
azteca,2.25,1.682,azteca
azucarera,2.727,1.778,azucarera
azucarero,2.44,1.734,azucarero
azucena,2.238,1.67,azucena
azufre,2.714,1.875,azufre
azulgrana,4.0,2.611,azulgrana
azulón,4.15,2.434,azulon
azuzar,4.25,1.712,azuzar
baba,4.545,2.132,baba
bable,2.333,1.952,bable
babor,2.92,2.178,babor
baboso,4.048,1.962,baboso
babucha,3.857,1.824,babucha
bacalao,1.88,1.394,bacalao
bachata,2.895,2.079,bachata
bachiller,2.48,1.896,bachiller
bachillerato,1.5,0.688,bachillerato
bacteriana,2.72,1.621,bacteriana
badajo,3.05,1.932,badajo
badén,3.882,1.867,baden
bádminton,2.773,1.875,badminton
bagaje,2.8,1.656,bagaje
bahía,2.417,1.64,bahia
baila,2.909,2.114,baila
baja,4.167,2.22,baja
bajada,3.8,1.958,bajada
bajar,2.826,2.103,bajar
bajeza,2.722,1.602,bajeza
bajista,2.92,1.525,bajista
bajito,3.727,2.251,bajito
bajo,1.476,1.365,bajo
balada,3.364,1.787,balada
balance,2.958,1.601,balance
balanceo,4.045,1.838,balanceo
balazo,4.0,2.191,balazo
balda,1.611,0.979,balda
balde,2.062,0.929,balde
baldosa,1.857,1.493,baldosa
balear,1.529,1.125,balear
balido,2.867,1.959,balido
ballantines,2.556,2.186,ballantines
ballesta,2.238,1.578,ballesta
ballet,4.12,2.166,ballet
balón,3.24,2.006,balon
balonmano,3.304,2.265,balonmano
balsa,2.667,1.742,balsa
bálsamo,3.0,1.633,balsamo
bambolear,4.238,2.166,bambolear
bambú,3.2,2.021,bambu
banal,2.917,1.816,banal
banana,4.0,1.69,banana
banano,2.545,1.683,banano
banca,3.28,2.011,banca
bancario,2.65,1.872,bancario
bandada,2.957,1.942,bandada
bandido,2.56,1.502,bandido
bando,2.476,1.47,bando
bandolero,3.227,1.478,bandolero
bandurria,3.875,2.193,bandurria
banqueta,2.68,1.52,banqueta
banquillo,2.96,1.925,banquillo
baña,1.955,0.999,bana
bañado,3.85,2.323,banado
bañar,2.84,1.675,banar
baraja,1.571,1.028,baraja
barandilla,3.4,2.102,barandilla
barbaridad,4.8,1.979,barbaridad
barbarie,3.583,2.32,barbarie
bárbaro,4.32,1.994,barbaro
barbecho,2.304,1.69,barbecho
barbero,4.476,1.601,barbero
barbilla,3.72,2.052,barbilla
barbo,1.375,0.518,barbo
barbudo,3.81,1.99,barbudo
barbullar,3.647,2.317,barbullar
barca,3.043,1.821,barca
barcaza,3.087,2.234,barcaza
barcelonés,2.364,1.56,barcelones
barcelonista,2.579,1.465,barcelonista
bario,2.091,1.514,bario
barítono,3.474,1.744,baritono
barniz,2.64,1.89,barniz
barómetro,3.12,1.716,barometro
barón,3.4,1.903,baron
baronesa,2.105,1.15,baronesa
barraca,1.895,1.487,barraca
barracuda,3.067,2.086,barracuda
barranca,2.667,1.111,barranca
barranquismo,3.08,1.525,barranquismo
barrer,2.905,1.67,barrer
barrera,4.4,1.78,barrera
barriada,2.588,1.805,barriada
barrica,2.944,2.014,barrica
barricada,2.56,1.502,barricada
barrido,3.227,2.389,barrido
barriga,3.64,1.823,barriga
barriguitas,3.619,1.91,barriguitas
barrio,2.609,1.994,barrio
barriobajero,3.84,1.818,barriobajero
barro,3.44,2.123,barro
barroca,3.5,1.85,barroca
barroco,2.619,2.061,barroco
barrumbada,3.111,2.324,barrumbada
barullo,3.474,1.837,barullo
basal,2.105,1.41,basal
basalto,1.526,0.964,basalto
basar,3.125,2.092,basar
base,3.68,1.819,base
básica,3.105,1.969,basica
basílica,3.52,2.124,basilica
basilical,2.684,1.668,basilical
basilisco,2.105,1.56,basilisco
básquet,3.826,1.8,basquet
bastante,3.048,1.746,bastante
bastar,2.619,2.037,bastar
bastardo,3.714,2.053,bastardo
basurero,3.0,2.147,basurero
batacazo,4.65,1.927,batacazo
batalla,3.174,1.875,batalla
batallón,3.091,1.688,batallon
batasuna,3.091,2.158,batasuna
bate,2.455,1.792,bate
bateo,2.913,1.782,bateo
batería,2.7,1.689,bateria
baterista,4.0,1.954,baterista
batido,2.818,1.893,batido
batidor,2.696,1.46,batidor
batidora,3.522,2.192,batidora
batir,2.7,1.658,batir
batuta,2.76,1.921,batuta
baúl,2.9,1.41,baul
bautismal,3.2,1.908,bautismal
bautismo,2.8,2.121,bautismo
bautizar,2.667,1.88,bautizar
bayeta,1.857,1.352,bayeta
baza,2.65,1.785,baza
bazar,3.238,1.67,bazar
bazo,2.36,1.381,bazo
bazooka,3.474,2.195,bazooka
beatificación,2.273,1.723,beatificacion
bebe,3.478,1.997,bebe
beber,4.52,1.735,beber
becerro,2.619,1.91,becerro
bedel,2.5,1.383,bedel
begonia,2.5,1.506,begonia
beige,3.478,2.254,beige
béisbol,2.409,1.817,beisbol
belga,2.6,1.603,belga
bélgica,2.72,2.227,belgica
bélico,2.6,1.759,belico
beligerante,2.0,1.384,beligerante
bella,3.913,2.503,bella
bellaco,3.556,2.255,bellaco
bellísima,2.714,1.678,bellisima
belloto,2.7,1.947,belloto
bemol,2.211,1.584,bemol
benceno,2.3,2.003,benceno
bendecido,3.0,2.103,bendecido
bendita,2.826,1.723,bendita
benefactor,2.5,1.719,benefactor
beneficencia,3.32,1.749,beneficencia
beneficiado,2.28,1.487,beneficiado
beneficiar,3.565,2.191,beneficiar
beneficiario,2.292,1.654,beneficiario
beneficioso,2.792,2.021,beneficioso
benéfico,2.429,1.568,benefico
beneplácito,2.65,2.007,beneplacito
benévola,2.913,1.929,benevola
benevolencia,3.158,1.864,benevolencia
benigno,3.4,2.102,benigno
bereber,3.333,2.291,bereber
berenjena,1.792,1.318,berenjena
berilio,1.667,1.371,berilio
bermellón,2.0,1.495,bermellon
bermudas,1.958,1.042,bermudas
berrear,4.312,2.12,berrear
berzas,2.409,1.869,berzas
bestia,3.739,2.2,bestia
bestial,4.609,1.971,bestial
besugo,2.96,1.989,besugo
beta,2.36,1.8,beta
biblia,3.85,2.39,biblia
bíblico,3.28,1.99,biblico
bibliografía,3.19,2.04,bibliografia
bibliográfica,1.571,1.248,bibliografica
biblioteca,4.36,2.158,biblioteca
bibliotecario,3.8,2.082,bibliotecario
bicho,3.13,1.687,bicho
bici,2.667,1.826,bici
bidé,1.6,1.046,bide
bielorruso,3.375,2.123,bielorruso
bien,4.182,2.13,bien
bienio,2.053,1.471,bienio
bienvenida,2.333,1.798,bienvenida
bienvenido,2.19,1.436,bienvenido
bifurcación,3.68,2.116,bifurcacion
bigote,3.368,2.087,bigote
bilateral,3.5,1.793,bilateral
bilbaíno,2.905,2.143,bilbaino
bilingüe,4.04,1.968,bilingue
billar,1.714,1.309,billar
billón,3.045,1.914,billon
bimestre,3.455,2.064,bimestre
bingo,3.8,2.238,bingo
binomio,2.391,1.803,binomio
biodiversidad,2.318,1.644,biodiversidad
biografía,2.476,1.601,biografia
biográfico,2.136,1.521,biografico
biógrafo,3.0,1.911,biografo
bióloga,3.167,2.2,biologa
biología,2.875,1.895,biologia
biológica,2.857,1.652,biologica
biológicas,3.04,1.695,biologicas
biólogo,2.708,1.989,biologo
biomasa,3.52,2.023,biomasa
biombo,2.64,2.059,biombo
biopsia,3.1,1.683,biopsia
bioquímica,3.571,2.039,bioquimica
biosfera,2.92,1.73,biosfera
biotecnología,2.8,2.093,biotecnologia
bis,4.92,2.019,bis
bisabuela,2.4,1.667,bisabuela
bisabuelo,2.381,1.962,bisabuelo
bisiesto,3.2,1.979,bisiesto
bismuto,1.889,1.269,bismuto
bisnieta,3.28,2.011,bisnieta
bisnieto,2.3,1.895,bisnieto
bizantino,1.619,0.865,bizantino
bizarro,3.118,2.088,bizarro
blablablá,6.476,1.537,blablabla
blancura,3.095,1.868,blancura
blando,3.75,1.943,blando
blanqueo,2.56,2.002,blanqueo
blanquiazul,4.36,2.307,blanquiazul
blasfemar,3.44,1.828,blasfemar
blindaje,4.167,1.926,blindaje
blog,3.16,2.095,blog
bloque,2.95,2.064,bloque
bloquear,4.0,2.07,bloquear
bloqueo,4.0,2.106,bloqueo
blues,3.68,2.155,blues
blusón,3.208,2.085,bluson
bobalicón,3.722,1.708,bobalicon
bobina,2.0,1.472,bobina
bobo,4.0,1.979,bobo
boca,3.48,2.023,boca
bocabuzón,4.333,2.376,bocabuzon
bocachancla,2.64,1.912,bocachancla
bocado,4.6,2.137,bocado
bocina,3.238,2.211,bocina
bogavante,3.12,2.186,bogavante
bohemia,3.565,2.171,bohemia
boicot,3.048,1.802,boicot
boicotear,2.96,1.791,boicotear
boicoteo,3.55,2.544,boicoteo
boina,1.864,1.356,boina
bol,3.727,2.272,bol
bola,3.478,2.556,bola
bolchevique,3.783,2.295,bolchevique
bolero,2.158,1.708,bolero
boleros,2.714,1.707,boleros
boleto,2.238,1.67,boleto
boli,2.714,1.875,boli
boliche,2.905,1.786,boliche
bolívar,1.727,1.009,bolivar
boliviano,2.84,2.135,boliviano
bollera,2.739,2.158,bollera
bolos,2.4,1.729,bolos
bomba,5.16,1.818,bomba
bombardino,2.2,1.963,bombardino
bombeo,3.864,1.959,bombeo
bombo,5.0,2.102,bombo
bonachón,2.0,1.272,bonachon
bonanza,2.474,1.389,bonanza
bono,2.273,1.279,bono
bonsái,2.739,1.815,bonsai
boñiga,3.6,2.349,boniga
boquerón,2.227,1.445,boqueron
boquilla,2.864,2.054,boquilla
borboritar,3.286,2.077,borboritar
