palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
adoptar,3.75,3.1,3.3,2.7,3.15,4.35,3.45,1.68195,1.33377,1.34164,1.62546,1.30888,1.03999,1.23438,adoptar
adoptivo,2.45,2.55,2.45,1.86364,2.65,2.55,2.6,1.19097,1.35627,1.19097,1.16682,1.42441,1.14593,1.27321,adoptivo
adorable,3.65,3.2,3.7,3.45,4.0,4.3,3.6,1.1821,1.43637,1.0311,1.35627,1.33771,1.08094,1.18766,adorable
adoración,4.0,3.1,2.88462,2.0,3.75,3.55,2.75,1.3484,1.48324,1.68112,1.26491,0.96655,1.35627,1.33278,adoracion
adorar,3.75,3.1,3.35,3.2,3.8,3.0,3.6,1.37171,1.33377,1.08942,1.39925,1.32188,1.4771,1.35336,adorar
adornado,2.54545,2.75,2.65,2.57143,2.95,3.4,2.6,1.18431,1.25132,1.34849,1.24786,1.23438,1.09545,1.22474,adornado
adornar,2.65,2.65,2.65,3.71429,3.55,3.09524,2.54545,1.38697,1.42441,1.30888,1.30931,1.2763,1.22085,1.53459,adornar
adorno,2.8,1.9,2.95,2.61905,3.1,3.3,2.0,1.32188,1.29371,1.43178,1.49921,1.20961,1.30182,1.14208,adorno
adquirir,2.7,3.3,3.35,2.75,3.5,3.85,2.6,1.34164,1.34164,1.26803,1.48235,1.19208,0.98809,1.42902,adquirir
adquisición,3.0,3.35,2.9,2.47619,3.45,3.0,1.9,1.25656,0.98809,1.29371,1.32737,1.31689,1.33771,1.29371,adquisicion
aduana,1.65,1.55,1.45,1.69565,1.65,1.4,1.54545,0.9333,0.68633,0.88704,1.06322,0.81273,0.50262,0.85786,aduana
aduanera,1.5,1.42105,1.73684,1.77778,1.47368,1.72727,1.61111,0.70711,0.69248,0.99119,1.11437,0.77233,0.98473,0.91644,aduanera
adulterado,1.36842,1.44444,1.77778,1.57895,1.45455,1.33333,1.36364,0.68399,0.70479,1.11437,1.1698,0.67098,0.97014,0.72673,adulterado
adulterio,1.45,1.3,2.0,1.55,1.83333,1.4,1.3,0.88704,0.80131,1.07606,0.88704,1.24853,0.82078,0.92338,adulterio
adulto,2.4,2.5,1.9,2.38095,2.85,3.2,2.33333,1.23117,1.05131,1.02084,1.11697,1.13671,1.36111,0.85635,adulto
advenimiento,2.22222,2.4,2.5,2.09091,1.71429,1.5,1.66667,1.64148,1.26491,1.26491,1.13618,0.82542,0.84984,0.7785,advenimiento
adversario,2.45,1.9,2.35,1.90909,1.9,1.5,1.3,1.43178,0.91191,1.1821,1.1088,0.91191,0.82717,0.57124,adversario
advertencia,2.04348,2.05263,2.2,1.66667,1.55,1.8,1.55,1.26053,1.17727,1.19649,1.01653,0.75915,0.69585,0.82558,advertencia
advertir,1.92,2.63636,1.8,1.7,1.9,2.45,2.05,0.99666,1.49747,0.76777,0.80131,1.07115,1.14593,0.94451,advertir
adyacente,1.66667,2.31579,1.83333,1.9375,1.72222,2.1,2.2,1.11056,1.05686,1.15045,1.43614,1.01782,1.48324,1.19024,adyacente
aérea,2.3,1.68421,2.25,2.0,2.15,2.0,2.1,1.30182,1.20428,1.11803,0.94868,1.26803,1.25656,1.33377,aerea
aéreo,2.25,2.45,2.9,2.77273,2.95,1.9,2.0,1.25132,1.14593,1.61897,1.47783,1.35627,0.91191,1.07606,aereo
aeródromo,1.89474,2.31579,1.9,2.5,2.0,2.25,1.5,1.37011,1.20428,1.25237,1.10024,1.20185,1.29269,0.82717,aerodromo
aerolínea,1.85,2.27273,2.4,2.14286,2.7,2.2,1.8,0.98809,1.3159,1.14248,1.31475,1.41793,1.19649,1.19649,aerolinea
aeronáutica,2.55,1.85,2.45,1.7,2.75,2.85714,1.47619,1.60509,1.08942,1.2763,1.21828,1.16416,1.38873,0.87287,aeronautica
aeronave,2.7,1.95,2.05,2.52381,2.0,1.9,1.65,1.38031,1.35627,1.14593,1.6006,1.21395,1.07115,1.03999,aeronave
aeropuerto,2.3,2.25,3.2,2.8,2.45,2.7,1.95,1.45458,1.40955,1.36111,1.50787,1.43178,1.45458,1.23438,aeropuerto
afable,2.94118,3.57143,2.78947,2.8,3.5,3.6,3.5,1.51948,1.16496,1.54844,0.94112,1.15045,1.40408,0.96609,afable
afamado,2.52632,1.69231,2.625,2.25,2.16667,1.875,2.26316,1.3486,0.85485,1.45488,1.20852,1.20049,1.25831,1.24017,afamado
afán,2.45,2.68421,3.26316,3.27778,2.78947,2.83333,3.09091,1.23438,1.56534,1.48482,1.36363,1.51213,1.09813,1.23091,afan
afección,2.57895,2.42105,1.79167,2.68421,2.94737,2.65,2.8,1.26121,1.38707,1.17877,1.56534,1.71509,1.42441,1.64157,afeccion
afectación,2.31579,2.05,2.1,1.55,1.78947,1.57895,2.05263,1.37649,1.19097,1.07115,1.05006,1.18223,0.76853,1.17727,afectacion
afectar,1.95,1.85,1.95,1.45,1.6,2.4,1.75,1.19097,1.13671,0.88704,0.88704,0.68056,1.46539,0.96655,afectar
afecto,3.85,4.1,3.55,3.25,4.3,4.33333,3.8,1.1821,1.20961,1.2763,1.33278,1.08094,0.65828,1.23969,afecto
afectuoso,3.95,4.05,3.3,3.33333,4.2,3.9,3.45,1.39454,1.31689,1.34164,1.19722,1.10501,1.07115,1.43178,afectuoso
afianzar,3.21053,3.27273,2.8,1.95,2.95,3.52174,3.4,1.54844,1.3159,1.15166,1.39454,1.19097,1.03877,1.27321,afianzar
afición,3.8,3.36842,3.75,4.28571,3.7,3.72727,2.7,1.23969,1.57093,1.16416,0.64365,1.08094,1.51757,1.21828,aficion
aficionado,2.9,2.3,3.3,3.5,2.85,2.45,1.7,1.51831,1.30182,1.26074,1.18523,1.42441,1.09904,1.0311,aficionado
afiliación,2.75,2.65,2.0,2.10526,2.75,3.33333,2.15789,1.37171,1.08942,1.25656,0.93659,1.29269,1.27802,1.16729,afiliacion
afín,2.95455,3.25,3.3,2.88889,3.35,3.31579,2.72727,1.4953,1.11803,1.41793,1.32349,1.34849,1.45498,1.45346,afin
afinidad,3.5,3.77273,3.45,3.9,4.35,4.1,3.45,1.27733,1.37778,1.31689,0.85224,0.67082,1.11921,1.23438,afinidad
afirmación,2.72727,3.25,3.0,2.80952,3.45,3.4,3.09524,1.2792,1.18872,0.8584,1.40068,0.94451,1.18766,1.09109,afirmacion
afirmar,2.9,3.17391,2.90909,2.05,2.85,3.33333,2.8,1.20961,1.15413,1.4445,0.88704,1.22582,1.20386,1.19649,afirmar
afirmativo,2.5,3.2,3.45,2.8,3.8,3.2,3.63636,1.39548,1.39925,1.35627,1.36111,0.89443,1.43637,1.0486,afirmativo
aflicción,1.75,1.82353,1.5625,1.38462,1.8,1.26316,1.55556,0.7746,1.23669,0.62915,0.76795,0.94112,0.65338,0.70479,afliccion
afligido,1.94444,2.1,1.4,1.21053,1.375,1.6,1.78947,1.25895,1.33377,0.75394,0.41885,0.61914,0.99472,1.08418,afligido
afluencia,2.05263,1.68421,2.15,2.10526,1.78261,2.47619,1.85,1.12909,1.00292,1.22582,1.24252,0.99802,1.24976,0.98809,afluencia
afluente,2.1,2.45,2.05263,1.9,2.15789,2.0,3.05,1.25237,1.5035,1.26814,0.96791,1.11869,1.24722,1.31689,afluente
aforo,1.45,2.15,1.65,2.15,1.55,1.78261,1.7,0.82558,1.26803,0.81273,1.34849,0.94451,0.95139,0.8645,aforo
afortunado,3.6,3.95652,4.04348,3.4,4.0,4.35,3.7,1.23117,1.14726,1.02151,1.53554,1.25656,0.98809,0.8645,afortunado
afrontar,3.45,3.15,3.75,2.35,2.7,3.9,2.65,1.35627,1.38697,1.01955,1.22582,1.21828,1.33377,1.34849,afrontar
agarrar,1.55,1.95,1.9,1.81818,1.7,2.05,1.65217,1.05006,1.05006,1.11921,0.90692,0.97872,1.05006,1.07063,agarrar
agencia,1.85,1.9,1.8,1.75,2.13043,1.75,1.5,0.98809,1.07115,1.15166,1.06992,1.14035,0.91047,0.82717,agencia
agenda,1.95,3.35,2.15,2.0,2.85,2.73913,2.90476,1.19097,1.53125,1.13671,1.30384,1.1821,1.09617,1.30018,agenda
agente,2.22727,1.7,2.13636,1.5,2.2,2.1,2.1,1.47783,0.92338,1.12527,0.82717,1.28145,0.91191,0.96791,agente
ágil,3.75,3.3,3.3,3.4,3.65,3.6,2.72,1.33278,1.34164,1.17429,1.31389,1.03999,1.53554,1.33915,agil
agilidad,3.7,3.05,3.8,2.91667,3.1,3.75,2.8,1.26074,1.19097,1.00525,1.31601,1.37267,1.33278,1.19649,agilidad
agilizar,2.35,3.2,3.3,2.68182,2.25,3.05,2.05,1.22582,1.23969,1.17429,1.32328,1.40955,1.31689,1.19097,agilizar
agitación,2.25,1.75,2.9,2.33333,2.15,1.8,1.6,1.16416,1.29269,1.20961,1.39044,1.22582,1.00525,1.09545,agitacion
aglomeración,1.65,1.71429,1.5,1.7,1.68182,1.35,1.52381,0.98809,1.14642,0.82717,1.26074,1.21052,0.74516,0.7496,aglomeracion
agobiado,1.35,1.55,1.5,1.35,1.2,1.4,1.15,0.67082,1.19097,0.94591,0.81273,0.52315,0.99472,0.48936,agobiado
agonía,1.42105,1.0,1.2381,1.2381,1.3,1.35,1.2,0.69248,0.0,0.88909,0.70034,0.7327,0.81273,0.52315,agonia
agonizar,1.15,1.2,1.0,1.47619,1.05,1.15,1.16667,0.48936,0.41039,0.0,1.12335,0.22361,0.36635,0.8165,agonizar
agosto,2.52174,3.7,3.18182,4.04762,3.75,3.59091,3.25,1.41001,1.17429,1.62235,1.39557,1.29269,1.36832,1.32698,agosto
agotamiento,1.7,1.3,1.3,1.35,1.35,1.35,1.76,0.7327,0.7327,0.80131,0.74516,0.74516,0.9333,1.09087,agotamiento
agotar,1.55,1.85,1.9,1.4,1.9,1.55,1.6,0.88704,1.08942,0.96791,0.99472,1.11921,1.05006,0.82078,agotar
agradable,3.75,4.4,3.8,3.95455,4.45,4.4,4.75,1.20852,0.94032,1.10501,1.13294,0.68633,0.99472,0.44426,agradable
agradar,3.55,3.7,3.9,3.5,4.0,4.4,3.25,1.35627,1.30182,1.11921,1.10024,1.53741,0.82078,1.53934,agradar
agradecer,3.73913,4.28571,3.8,3.04545,4.15,4.15,4.4,1.35571,1.00712,1.36111,1.43019,1.03999,1.1821,0.68056,agradecer
agradecido,3.85,4.5,3.42857,3.66667,3.85,4.15,4.0,0.9333,0.60698,1.07571,1.23828,1.08942,1.42441,0.79472,agradecido
agradecimiento,4.0,4.0,3.9,2.5,4.0,4.15,3.75,0.79472,1.1239,1.16529,1.5728,1.33771,0.81273,1.06992,agradecimiento
agrado,3.7,3.625,3.6,3.73684,4.25,4.05,4.31818,1.12858,1.40844,1.09545,1.32674,0.7864,1.09904,0.99457,agrado
agravar,1.56522,1.36842,1.4,1.7,1.35,1.3,1.4,0.94514,0.59726,0.82078,1.08094,0.58714,0.47016,0.75394,agravar
agravio,1.1875,1.46154,1.33333,1.65,1.58824,1.125,1.29412,0.40311,0.77625,0.8165,1.1821,0.87026,0.34157,0.68599,agravio
agredir,1.4,1.42857,1.3,1.5,1.05,1.25,1.1,0.82078,0.67612,0.7327,0.82717,0.22361,0.63867,0.30779,agredir
agregado,2.52632,2.0,2.15789,2.0,2.15,2.21739,1.7,1.02026,1.28338,1.25889,1.02598,0.87509,1.1264,0.80131,agregado
agregar,2.35,2.55,2.55,2.6,2.82609,2.6,1.96,1.30888,1.31689,1.31689,1.18766,1.07247,1.27321,0.97809,agregar
agresión,1.6,1.15,1.55,1.09091,1.25,1.09091,1.3,1.18766,0.48936,0.94451,0.4264,0.55012,0.29424,0.97872,agresion
agresividad,1.6,1.2,1.5,1.35,1.4,1.05,1.55,0.99472,0.69585,1.23544,0.9333,0.82078,0.22361,0.99868,agresividad
agresivo,1.5,1.15,1.3,1.09524,1.45,1.25,1.40909,0.91287,0.36635,0.7327,0.30079,0.68633,0.55012,1.00755,agresivo
agresor,1.2,1.5,1.18182,1.0,1.20833,1.05,1.04348,0.52315,1.14708,0.6645,0.0,0.65801,0.22361,0.20851,agresor
agrícola,2.21739,2.35,1.85714,1.85,1.65,2.35,2.13043,0.95139,0.98809,1.15264,0.98809,0.87509,1.38697,1.14035,agricola
agricultor,1.90476,2.15,1.95,1.71429,2.34615,2.2,2.22727,1.41084,1.03999,1.23438,0.90238,1.16421,1.23969,1.50971,agricultor
agricultura,2.56,2.4,2.35,2.25,2.8,2.75,2.6087,1.29357,1.27321,1.08942,1.37171,1.47256,1.29269,1.19617,agricultura
agrupación,2.0,2.75,2.2,2.33333,2.5,2.92,2.1,1.25656,1.33278,1.23969,1.39044,1.30018,1.25565,1.16529,agrupacion
agrupar,2.0,2.43478,2.18182,2.18182,2.95,2.7,2.2381,1.21395,1.07982,0.95799,1.13961,1.19097,1.41793,1.13599,agrupar
agua,2.45,3.35,2.75,2.55,4.2,3.18182,3.84615,1.39454,1.56525,1.61815,1.23438,0.89443,1.65145,1.25514,agua
aguanieve,2.26087,2.55,2.13636,2.68421,3.17391,1.9,2.3,1.60163,1.2763,0.99021,1.33552,1.43502,1.11921,1.12858,aguanieve
aguantar,2.75,1.95,1.7,1.8,1.55,2.0,2.1,1.20852,1.05006,0.8645,1.15166,0.82558,1.1239,1.11921,aguantar
aguardar,2.3913,2.05,2.4,2.0,2.52632,2.85,2.35,1.23359,1.05006,1.0463,1.30384,0.96427,1.46089,1.1821,aguardar
aguardiente,1.85714,1.63636,1.55,2.85,2.05263,1.6,1.8,1.01419,1.0486,0.82558,1.53125,0.91127,1.14248,0.83351,aguardiente
agudeza,2.89474,2.26316,2.90476,2.14286,2.54545,2.75,2.45833,1.24252,1.44692,1.54612,1.38873,1.47122,1.16416,1.17877,agudeza
agudo,1.65,1.58333,1.86957,1.8,1.95,1.85,1.7,1.08942,0.92861,1.05763,1.10501,1.14593,1.03999,0.92338,agudo
aguijón,1.2,1.57895,1.52632,1.05,1.15,1.35,1.15,0.41039,1.1213,1.02026,0.22361,0.36635,0.67082,0.48936,aguijon
águila,2.55,2.45,2.0,1.7,2.55,2.6,2.65,1.43178,1.5035,1.29777,1.12858,1.43178,1.50088,1.34849,aguila
aguja,1.55,1.5,1.55,1.35,1.9,1.6,1.3,0.94451,0.60698,0.68633,0.48936,1.16529,0.82078,0.47016,aguja
agujero,1.55,1.7,1.9,2.13043,1.85,1.85,1.65,0.75915,0.97872,0.96791,1.21746,0.9333,1.13671,0.87509,agujero
ahínco,1.81818,2.25,3.28571,1.71429,2.25,2.53846,2.1875,1.16775,1.3568,1.81568,0.99449,1.28806,1.56074,1.22304,ahinco
ahogar,1.5,1.13043,1.27273,1.2,1.2,1.15,1.2,1.05131,0.62554,0.88273,0.69585,0.52315,0.48936,0.52315,ahogar
ahogarse,1.4,1.45,1.1,1.04545,1.05,1.05,1.45833,0.82078,0.82558,0.30779,0.2132,0.22361,0.22361,1.02062,ahogarse
ahora,2.38095,2.8,3.3,2.6,3.08696,2.6,3.05,1.53219,1.10501,1.59275,1.35336,1.47442,1.42902,1.46808,ahora
ahorcar,1.2,1.3,1.05,1.19048,1.24,1.1,1.25,0.69585,0.92338,0.22361,0.67964,0.83066,0.30779,0.71635,ahorcar
ahorrar,2.95,3.85,3.05,2.33333,3.9,4.05,3.0,1.70062,1.26803,1.31689,1.35401,1.11921,0.94451,1.48324,ahorrar
ahorro,2.8,3.4,3.7,2.55,3.35,3.75,3.4,1.57614,1.56945,1.17429,1.2763,1.26803,1.06992,1.14248,ahorro
aire,2.4,4.1,2.65,2.66667,3.6,3.75,3.81818,1.27321,0.85224,1.38697,1.68325,1.46539,1.25132,1.36753,aire
aislamiento,1.45,1.6,1.25,1.2,1.72727,1.65,2.15,0.68633,0.75394,0.44426,0.41039,1.16217,1.03999,1.49649,aislamiento
aislar,1.45,2.2,1.5,1.2,1.6,1.65,1.9,0.68633,1.39925,1.0,0.52315,0.75394,0.98809,1.44732,aislar
ajedrez,2.85,2.4,2.75,2.8,2.45833,2.5,3.25,1.53125,1.35336,1.25132,1.36111,1.21509,1.35724,1.33278,ajedrez
ajeno,2.0,2.05263,1.56522,1.75,1.75,1.8,1.78261,1.25656,1.12909,0.89575,0.91047,0.8507,0.89443,0.90235,ajeno
ajo,1.7,1.42857,1.4,1.35,2.2,1.9,1.86364,1.17429,0.81064,0.75394,0.74516,1.19649,1.20961,1.32001,ajo
ajustar,2.52174,2.9,2.0,1.6,2.6,2.7,2.7619,1.23838,1.25237,1.07606,0.75394,1.35336,1.26074,1.37495,ajustar
ajuste,2.1,3.05,2.0,1.3,2.25,2.6,2.45,1.16529,1.2763,1.25656,0.65695,1.37171,1.31389,1.46808,ajuste
ala,1.88,2.45,1.9,2.1,2.55,2.7,2.85,1.30128,1.39454,1.16529,1.20961,1.66938,1.45458,1.42441,ala
alabanza,3.6,3.2,3.25,2.35,3.47368,3.0,2.75,1.53554,1.28145,1.40955,1.38697,1.46699,1.69558,1.16416,alabanza
alabar,3.8,2.09091,2.75,2.45,3.05,3.1,2.45,1.19649,1.23091,1.37171,1.35627,1.43178,1.41049,1.31689,alabar
alado,2.05882,2.25,2.88235,2.25,3.41176,2.5625,3.0,1.08804,1.29099,1.57648,1.51744,1.06412,1.15289,1.37437,alado
alambrada,1.15,1.3913,1.84211,1.55,1.5,1.35,1.47619,0.48936,0.65638,1.06787,0.94451,1.10024,0.67082,0.67964,alambrada
alambrado,1.65,1.58824,1.42857,1.21053,1.4,1.5,1.26316,0.74516,0.79521,0.87014,0.5353,0.73679,0.68825,0.56195,alambrado
alambre,1.30435,1.9,1.65217,1.33333,1.26316,1.55,1.45,0.76484,0.85224,0.88465,0.65828,0.56195,0.88704,0.60481,alambre
álamo,2.0,2.31579,1.78947,2.05,2.06667,2.27778,2.47059,0.97014,1.00292,0.78733,1.23438,1.48645,1.56452,1.54587,alamo
alarde,1.88235,1.6,2.55556,1.41176,1.625,2.0,1.84211,0.92752,0.73679,1.29352,0.71229,0.95743,1.02899,0.83421,alarde
alargar,1.3,1.65,1.43478,2.57143,2.15,1.80952,2.15,0.65695,0.87509,0.66237,1.20712,0.9333,0.81358,1.22582,alargar
alarma,1.8,1.95,2.04167,1.1,1.62963,1.6,1.35,1.05631,1.23438,1.39811,0.30779,0.88353,1.14248,0.74516,alarma
alarmante,1.85,1.55,1.7,1.40909,1.3,1.27273,1.57143,1.08942,1.09904,0.7327,0.79637,0.57124,0.45584,1.16496,alarmante
alarmar,1.75,1.47826,2.05,1.75,1.65,1.625,1.1,1.20852,0.79026,1.14593,1.06992,0.9333,0.92372,0.30779,alarmar
alba,3.1,2.80952,2.95,2.31818,4.1,3.5,3.85,1.58612,1.80607,1.5035,1.2868,1.33377,1.37148,1.26803,alba
albañil,2.3,1.8,1.26087,1.38095,1.75,1.95,1.73913,1.26074,1.00525,0.61919,0.66904,0.96655,0.88704,0.91539,albanil
albedrío,2.35,2.77778,2.57895,3.68421,2.84211,3.17391,2.89474,1.42441,1.43714,1.67716,1.00292,1.25889,1.55657,1.24252,albedrio
albergar,2.55,2.25,2.0,2.3,1.85,2.77273,2.7,1.14593,1.20852,1.07606,1.34164,1.13671,1.41192,1.21828,albergar
albergue,1.95,2.65,2.45,2.71429,2.1,2.45,2.14286,1.39454,1.42441,1.5035,1.23056,1.37267,1.2763,1.23635,albergue
alboroto,1.8,1.6,2.55,3.45,1.55,2.09091,1.35,1.00525,0.68056,1.53811,1.14593,0.68633,1.15095,0.81273,alboroto
álbum,2.75,3.2,3.35,3.55,2.85,2.8,2.92308,1.20852,1.28145,1.13671,1.31689,1.46089,1.32188,1.54721,album
alcaide,1.94118,1.33333,1.42105,1.6,1.2,1.8125,1.65,0.89935,0.48507,0.69248,0.98561,0.56061,1.22304,1.1821,alcaide
alcalde,2.1,1.8,1.5,1.59091,1.9,1.7,1.9,1.02084,1.10501,0.94591,0.85407,1.02084,0.8645,0.96791,alcalde
alcaldesa,2.28571,1.55,1.7619,1.85,1.5,2.35,2.21739,1.14642,0.82558,1.17918,0.9333,0.88852,1.1821,1.24157,alcaldesa
alcaldía,2.45,1.63158,1.95,1.35,1.84211,1.9,1.9,1.5035,0.8307,1.23438,0.67082,1.06787,0.85224,1.02084,alcaldia
alcance,1.8,2.9,2.75,1.82609,2.9,2.6,2.5,1.10501,1.20961,1.06992,1.15413,1.37267,1.42902,1.19208,alcance
alcantarillado,1.35,1.4,1.4,1.54545,1.45,1.2,1.70833,0.67082,0.68056,1.09545,0.85786,0.88704,0.52315,1.23285,alcantarillado
alcanzar,3.55,3.8,4.2,2.5,3.65,4.25,3.05,1.39454,1.28145,1.19649,1.23544,1.38697,1.07339,1.35627,alcanzar
alce,2.1,1.82353,1.875,2.40909,1.88889,2.10526,2.52632,1.29371,0.88284,1.36015,1.2596,1.13183,1.10024,1.38918,alce
alcoba,1.72222,2.72222,1.94737,2.31818,2.95,2.10526,2.90909,1.17851,1.31978,1.07877,1.17053,1.2763,1.19697,1.306,alcoba
alcohol,1.71429,2.95,2.9,2.95,2.6,1.6,1.42308,0.84515,1.60509,1.29371,1.31689,1.31389,1.0463,0.64331,alcohol
alcohólica,1.3,1.35,1.55,2.0,1.4,1.3,1.3,0.65695,0.67082,0.88704,1.14018,0.59824,0.57124,0.57124,alcoholica
alcohólico,1.2,1.1,1.4,1.68182,1.7,1.25,1.15,0.41039,0.30779,0.82078,1.17053,1.08094,0.55012,0.36635,alcoholico
alcoholismo,1.5,1.6,1.35,1.7,1.1,1.15,1.25,0.82717,0.99472,0.9333,1.26074,0.30779,0.48936,0.44426,alcoholismo
aldea,2.2,2.75,2.45,2.45455,3.05,2.6,3.5,1.15166,1.25132,1.46808,1.68261,1.39454,1.46539,1.14708,aldea
aleación,2.06667,1.61111,1.94444,2.22222,1.44444,2.57895,2.0,1.33452,1.09216,0.99836,1.11437,0.70479,1.34643,1.02899,aleacion
aleatorio,1.5,1.95,2.35,2.61905,2.5,2.47619,1.9,0.94591,0.99868,1.22582,1.2836,1.27733,1.50396,1.16529,aleatorio
alegar,2.41176,1.6,2.2381,2.0,2.22222,2.38889,2.25,1.27764,0.88258,1.37495,1.1698,1.3528,1.37793,1.06992,alegar
alegato,2.6,2.05882,2.05882,1.61111,2.17647,2.19048,2.18182,1.40408,1.24853,1.14404,0.77754,1.18508,1.20909,1.29601,alegato
alegoría,2.47368,2.38462,3.11111,2.2,2.68421,2.41176,2.625,1.21876,1.1209,1.45072,1.32017,1.10818,1.17574,1.14746,alegoria
alegrar,4.1,4.71429,4.7,4.52381,4.35,4.75,4.15,1.11921,0.56061,0.47016,0.81358,1.03999,0.55012,0.74516,alegrar
alegre,3.75,4.6,4.55,4.75,4.8,4.6,3.95652,1.11803,0.68056,0.60481,0.55012,0.41039,0.59824,1.18622,alegre
alegría,4.15,4.38095,4.61905,4.85714,4.6,4.57143,3.7619,1.08942,1.20317,0.58959,0.35857,0.75394,0.67612,1.17918,alegria
alejamiento,1.45,2.65,1.35,1.35,1.78261,1.86364,2.0,1.09904,1.26803,0.67082,0.48936,0.95139,0.99021,1.21395,alejamiento
alejar,1.75,2.7,1.65,1.57143,1.75,1.65217,2.17391,1.11803,1.41793,0.74516,0.87014,0.91047,0.98205,1.43502,alejar
alentador,2.85,2.89474,3.85,2.7,3.33333,3.88235,3.52632,1.22582,1.52369,1.26803,1.26074,1.53393,0.99262,1.30675,alentador
alentar,2.94118,2.68182,2.8,2.45,3.2,2.94737,2.59091,1.39062,1.21052,1.36111,1.31689,1.28145,1.35293,1.22121,alentar
alergia,1.35,1.7,1.3,1.72727,1.45,1.65,1.85,0.81273,1.34164,0.80131,1.48586,0.94451,1.26803,1.42441,alergia
alerta,2.56522,1.5,2.35,2.0,1.4,1.65,1.47619,1.23679,0.94591,1.38697,1.26491,0.94032,0.81273,1.07792,alerta
alfabetización,2.5,3.0,2.45,2.4,2.65,3.6,2.4,1.23544,1.45095,1.43178,1.27321,1.46089,1.35336,1.42902,alfabetizacion
alfabeto,2.45,1.95,2.04545,1.65,2.35,2.5,2.72727,1.46808,1.14593,1.3965,1.08942,1.34849,1.39548,1.12045,alfabeto
alfalfa,1.73333,1.70588,1.625,1.82353,2.05882,1.47059,1.88889,1.33452,0.91956,0.88506,1.23669,1.08804,0.87447,1.02262,alfalfa
alfil,1.94118,2.0,2.22222,1.66667,1.73684,1.5,2.6,1.19742,0.97014,1.51679,1.23669,0.99119,0.76089,1.42902,alfil
alfiler,1.65,1.2,1.55,1.85,1.57895,1.9,1.65,0.87509,0.52315,0.99868,0.98809,0.83771,1.02084,0.98809,alfiler
alfombra,1.7,1.95,1.7,2.0,2.25,2.0,2.05,0.8645,1.23438,0.8645,1.08711,1.25132,1.1239,1.19097,alfombra
álgebra,2.25,1.65,1.81818,1.55,1.8,2.65,1.85,1.16416,1.22582,1.18065,0.94451,1.15166,1.26803,0.9333,algebra
algodón,1.65,2.85,2.0,2.4,3.45,2.95,3.45,0.98809,1.42441,1.1239,1.27321,1.57196,1.2763,1.39454,algodon
alguacil,1.61111,1.94118,1.6875,1.4375,1.52632,1.6,1.61111,0.91644,1.02899,0.87321,0.62915,0.69669,0.88258,0.91644,alguacil
aliado,3.3,3.72727,2.7,2.95,3.1,3.2,3.1,1.26074,1.24142,1.55935,1.31689,1.25237,1.43637,1.41049,aliado
alianza,2.95,2.8,3.35,3.35,3.4,4.05,3.3,1.35627,1.28145,0.87509,1.34849,1.3917,0.75915,1.21828,alianza
alicatar,1.78947,1.68421,1.73684,1.5,1.70588,1.61111,1.52632,1.08418,1.10818,0.99119,0.78591,1.15999,0.6978,0.69669,alicatar
alicates,1.40909,2.05,1.35,1.7,1.4,1.7,1.7,0.73414,1.23438,0.74516,0.8645,0.75394,0.8645,0.92338,alicates
alienación,1.86667,2.11111,1.68421,1.52632,1.94737,1.66667,2.64706,0.83381,1.18266,1.10818,0.84119,1.12909,1.13759,1.36662,alienacion
aliento,1.8,2.25,2.8,1.56522,1.75,1.9,2.0,1.10501,1.20852,1.54238,0.99206,0.96655,0.91191,1.21584,aliento
alimentación,3.16667,3.0,3.2,2.75,4.05,4.25,2.7619,1.57885,1.29099,1.28145,1.40955,1.09904,0.96655,1.33809,alimentacion
alimentar,3.1,3.6,3.25,2.8,4.15,3.4,3.3,1.44732,1.18766,1.37171,1.36111,0.87509,1.46539,1.17429,alimentar
alimentaria,2.1,2.35,2.15,1.77273,2.8,3.0,1.85,1.41049,1.30888,1.22582,1.10978,1.32188,1.07606,1.1821,alimentaria
alimenticia,2.2,2.4,2.05,2.43478,3.0,2.7,1.95238,1.36111,1.18766,1.43178,1.30823,1.41421,1.17429,1.16087,alimenticia
alimento,2.15,3.59091,3.6,2.55,3.5,3.95,2.86364,1.49649,1.33306,1.3917,1.43178,1.35724,1.23438,1.32001,alimento
alineación,2.0,2.45,1.75,2.05263,2.35,2.15,2.45,1.07606,1.2763,0.94409,1.39338,1.34849,1.30888,1.35627,alineacion
aliviar,2.95,4.95,3.05,2.73913,3.7,4.25,3.96,1.43178,0.22361,1.14593,1.45282,1.08094,0.7864,1.17189,aliviar
alivio,3.4,4.75,3.35,2.95,4.29167,3.91304,4.59091,1.09545,0.7864,1.38697,1.09904,0.69025,1.31125,0.66613,alivio
alma,3.05,3.65,3.5,2.82609,3.75,3.30435,4.3,1.5035,1.46089,1.31789,1.58551,1.16416,1.14554,0.7327,alma
almacén,1.85,1.65,1.75,1.75,1.45,2.0,1.65,1.34849,0.81273,0.91047,0.91047,0.68633,1.21395,0.87509,almacen
almacenamiento,2.65,2.0,2.1,2.14286,2.2,2.5,2.36364,1.49649,1.02598,1.20961,1.31475,0.95145,1.14708,1.29267,almacenamiento
